Time,Location UID,dir,Count,Vehicle Type,Pole ID,Node ID
2022-09-24 13:00,hsq9n5wxk0ll7kno40l,W,0,bus,GRR_02_ai,947bbe4010b6
2022-09-24 13:00,hsq9n5wxk0ll7kno40l,E,0,bus,GRR_02_ai,947bbe4010b6
2022-09-24 14:00,sz02oh1pc8l7f44oql,W,98,small_vehicle,GRR_01_ai,947bbe401250
2022-09-24 14:00,sz02oh1pc8l7f44oql,E,157,small_vehicle,GRR_01_ai,947bbe401250
2022-09-24 14:00,sz02oh1pc8l7f44oql,W,0,large_vehicle,GRR_01_ai,947bbe401250
2022-09-24 14:00,sz02oh1pc8l7f44oql,E,1,large_vehicle,GRR_01_ai,947bbe401250
2022-09-24 14:00,sz02oh1pc8l7f44oql,W,0,bus,GRR_01_ai,947bbe401250
2022-09-24 14:00,sz02oh1pc8l7f44oql,E,0,bus,GRR_01_ai,947bbe401250
2022-09-24 14:00,zmtiez2quapl7f4qc8q,E,40,small_vehicle,GRR_03_ai,947bbe40124b
2022-09-24 14:00,zmtiez2quapl7f4qc8q,W,39,small_vehicle,GRR_03_ai,947bbe40124b
2022-09-24 14:00,zmtiez2quapl7f4qc8q,E,0,large_vehicle,GRR_03_ai,947bbe40124b
2022-09-24 14:00,zmtiez2quapl7f4qc8q,W,1,large_vehicle,GRR_03_ai,947bbe40124b
2022-09-24 14:00,zmtiez2quapl7f4qc8q,E,0,bus,GRR_03_ai,947bbe40124b
2022-09-24 14:00,zmtiez2quapl7f4qc8q,W,0,bus,GRR_03_ai,947bbe40124b
2022-09-24 14:00,hsq9n5wxk0ll7kno40l,W,50,small_vehicle,GRR_02_ai,947bbe4010b6
2022-09-24 14:00,hsq9n5wxk0ll7kno40l,E,50,small_vehicle,GRR_02_ai,947bbe4010b6
2022-09-24 14:00,hsq9n5wxk0ll7kno40l,W,1,large_vehicle,GRR_02_ai,947bbe4010b6
2022-09-24 14:00,hsq9n5wxk0ll7kno40l,E,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-09-24 14:00,hsq9n5wxk0ll7kno40l,W,0,bus,GRR_02_ai,947bbe4010b6
2022-09-24 14:00,hsq9n5wxk0ll7kno40l,E,0,bus,GRR_02_ai,947bbe4010b6
2022-09-24 15:00,sz02oh1pc8l7f44oql,W,98,small_vehicle,GRR_01_ai,947bbe401250
2022-09-24 15:00,sz02oh1pc8l7f44oql,E,140,small_vehicle,GRR_01_ai,947bbe401250
2022-09-24 15:00,sz02oh1pc8l7f44oql,W,1,large_vehicle,GRR_01_ai,947bbe401250
2022-09-24 15:00,sz02oh1pc8l7f44oql,E,2,large_vehicle,GRR_01_ai,947bbe401250
2022-09-24 15:00,sz02oh1pc8l7f44oql,W,0,bus,GRR_01_ai,947bbe401250
2022-09-24 15:00,sz02oh1pc8l7f44oql,E,0,bus,GRR_01_ai,947bbe401250
2022-09-24 15:00,zmtiez2quapl7f4qc8q,E,60,small_vehicle,GRR_03_ai,947bbe40124b
2022-09-24 15:00,zmtiez2quapl7f4qc8q,W,41,small_vehicle,GRR_03_ai,947bbe40124b
