Time,Location UID,dir,Count,Vehicle Type,Pole ID,Node ID
2022-10-13 19:00,sz02oh1pc8l7f44oql,W,0,bus,GRR_01_ai,947bbe401250
2022-10-13 19:00,sz02oh1pc8l7f44oql,E,0,bus,GRR_01_ai,947bbe401250
2022-10-13 19:00,zmtiez2quapl7f4qc8q,E,59,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 19:00,zmtiez2quapl7f4qc8q,W,51,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 19:00,zmtiez2quapl7f4qc8q,E,2,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 19:00,zmtiez2quapl7f4qc8q,W,5,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 19:00,zmtiez2quapl7f4qc8q,E,1,bus,GRR_03_ai,947bbe40124b
2022-10-13 19:00,zmtiez2quapl7f4qc8q,W,0,bus,GRR_03_ai,947bbe40124b
2022-10-13 19:00,hsq9n5wxk0ll7kno40l,W,75,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 19:00,hsq9n5wxk0ll7kno40l,E,70,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 19:00,hsq9n5wxk0ll7kno40l,W,3,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 19:00,hsq9n5wxk0ll7kno40l,E,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 19:00,hsq9n5wxk0ll7kno40l,W,0,bus,GRR_02_ai,947bbe4010b6
2022-10-13 19:00,hsq9n5wxk0ll7kno40l,E,0,bus,GRR_02_ai,947bbe4010b6
2022-10-13 20:00,sz02oh1pc8l7f44oql,W,44,small_vehicle,GRR_01_ai,947bbe401250
2022-10-13 20:00,sz02oh1pc8l7f44oql,E,73,small_vehicle,GRR_01_ai,947bbe401250
2022-10-13 20:00,sz02oh1pc8l7f44oql,W,0,large_vehicle,GRR_01_ai,947bbe401250
2022-10-13 20:00,sz02oh1pc8l7f44oql,E,1,large_vehicle,GRR_01_ai,947bbe401250
2022-10-13 20:00,sz02oh1pc8l7f44oql,W,0,bus,GRR_01_ai,947bbe401250
2022-10-13 20:00,sz02oh1pc8l7f44oql,E,0,bus,GRR_01_ai,947bbe401250
2022-10-13 20:00,zmtiez2quapl7f4qc8q,E,62,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 20:00,zmtiez2quapl7f4qc8q,W,46,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 20:00,zmtiez2quapl7f4qc8q,E,0,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 20:00,zmtiez2quapl7f4qc8q,W,1,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 20:00,zmtiez2quapl7f4qc8q,E,0,bus,GRR_03_ai,947bbe40124b
2022-10-13 20:00,zmtiez2quapl7f4qc8q,W,0,bus,GRR_03_ai,947bbe40124b
2022-10-13 20:00,hsq9n5wxk0ll7kno40l,W,45,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 20:00,hsq9n5wxk0ll7kno40l,E,44,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 20:00,hsq9n5wxk0ll7kno40l,W,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 20:00,hsq9n5wxk0ll7kno40l,E,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 20:00,hsq9n5wxk0ll7kno40l,W,0,bus,GRR_02_ai,947bbe4010b6
2022-10-13 20:00,hsq9n5wxk0ll7kno40l,E,0,bus,GRR_02_ai,947bbe4010b6
2022-10-13 21:00,sz02oh1pc8l7f44oql,W,24,small_vehicle,GRR_01_ai,947bbe401250
2022-10-13 21:00,sz02oh1pc8l7f44oql,E,50,small_vehicle,GRR_01_ai,947bbe401250
2022-10-13 21:00,sz02oh1pc8l7f44oql,W,0,large_vehicle,GRR_01_ai,947bbe401250
2022-10-13 21:00,sz02oh1pc8l7f44oql,E,0,large_vehicle,GRR_01_ai,947bbe401250
2022-10-13 21:00,sz02oh1pc8l7f44oql,W,0,bus,GRR_01_ai,947bbe401250
2022-10-13 21:00,sz02oh1pc8l7f44oql,E,0,bus,GRR_01_ai,947bbe401250
2022-10-13 21:00,zmtiez2quapl7f4qc8q,E,27,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 21:00,zmtiez2quapl7f4qc8q,W,24,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 21:00,zmtiez2quapl7f4qc8q,E,0,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 21:00,zmtiez2quapl7f4qc8q,W,2,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 21:00,zmtiez2quapl7f4qc8q,E,0,bus,GRR_03_ai,947bbe40124b
2022-10-13 21:00,zmtiez2quapl7f4qc8q,W,0,bus,GRR_03_ai,947bbe40124b
2022-10-13 21:00,hsq9n5wxk0ll7kno40l,W,28,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 21:00,hsq9n5wxk0ll7kno40l,E,24,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 21:00,hsq9n5wxk0ll7kno40l,W,1,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 21:00,hsq9n5wxk0ll7kno40l,E,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 21:00,hsq9n5wxk0ll7kno40l,W,0,bus,GRR_02_ai,947bbe4010b6
2022-10-13 21:00,hsq9n5wxk0ll7kno40l,E,0,bus,GRR_02_ai,947bbe4010b6
2022-10-13 22:00,sz02oh1pc8l7f44oql,W,17,small_vehicle,GRR_01_ai,947bbe401250
2022-10-13 22:00,sz02oh1pc8l7f44oql,E,53,small_vehicle,GRR_01_ai,947bbe401250
2022-10-13 22:00,sz02oh1pc8l7f44oql,W,0,large_vehicle,GRR_01_ai,947bbe401250
2022-10-13 22:00,sz02oh1pc8l7f44oql,E,0,large_vehicle,GRR_01_ai,947bbe401250
2022-10-13 22:00,sz02oh1pc8l7f44oql,W,0,bus,GRR_01_ai,947bbe401250
2022-10-13 22:00,sz02oh1pc8l7f44oql,E,0,bus,GRR_01_ai,947bbe401250
2022-10-13 22:00,zmtiez2quapl7f4qc8q,E,28,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 22:00,zmtiez2quapl7f4qc8q,W,27,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 22:00,zmtiez2quapl7f4qc8q,E,0,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 22:00,zmtiez2quapl7f4qc8q,W,0,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 22:00,zmtiez2quapl7f4qc8q,E,0,bus,GRR_03_ai,947bbe40124b
2022-10-13 22:00,zmtiez2quapl7f4qc8q,W,0,bus,GRR_03_ai,947bbe40124b
2022-10-13 22:00,hsq9n5wxk0ll7kno40l,W,22,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 22:00,hsq9n5wxk0ll7kno40l,E,28,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 22:00,hsq9n5wxk0ll7kno40l,W,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 22:00,hsq9n5wxk0ll7kno40l,E,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 22:00,hsq9n5wxk0ll7kno40l,W,0,bus,GRR_02_ai,947bbe4010b6
2022-10-13 22:00,hsq9n5wxk0ll7kno40l,E,0,bus,GRR_02_ai,947bbe4010b6
2022-10-13 23:00,sz02oh1pc8l7f44oql,W,4,small_vehicle,GRR_01_ai,947bbe401250
2022-10-13 23:00,sz02oh1pc8l7f44oql,E,13,small_vehicle,GRR_01_ai,947bbe401250
2022-10-13 23:00,sz02oh1pc8l7f44oql,W,0,large_vehicle,GRR_01_ai,947bbe401250
2022-10-13 23:00,sz02oh1pc8l7f44oql,E,0,large_vehicle,GRR_01_ai,947bbe401250
2022-10-13 23:00,sz02oh1pc8l7f44oql,W,0,bus,GRR_01_ai,947bbe401250
2022-10-13 23:00,sz02oh1pc8l7f44oql,E,0,bus,GRR_01_ai,947bbe401250
2022-10-13 23:00,zmtiez2quapl7f4qc8q,E,3,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 23:00,zmtiez2quapl7f4qc8q,W,3,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 23:00,zmtiez2quapl7f4qc8q,E,0,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 23:00,zmtiez2quapl7f4qc8q,W,0,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-13 23:00,zmtiez2quapl7f4qc8q,E,0,bus,GRR_03_ai,947bbe40124b
2022-10-13 23:00,zmtiez2quapl7f4qc8q,W,0,bus,GRR_03_ai,947bbe40124b
2022-10-13 23:00,hsq9n5wxk0ll7kno40l,W,8,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 23:00,hsq9n5wxk0ll7kno40l,E,6,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 23:00,hsq9n5wxk0ll7kno40l,W,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 23:00,hsq9n5wxk0ll7kno40l,E,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-13 23:00,hsq9n5wxk0ll7kno40l,W,0,bus,GRR_02_ai,947bbe4010b6
2022-10-13 23:00,hsq9n5wxk0ll7kno40l,E,0,bus,GRR_02_ai,947bbe4010b6
2022-10-14 00:00,sz02oh1pc8l7f44oql,W,1,small_vehicle,GRR_01_ai,947bbe401250
2022-10-14 00:00,sz02oh1pc8l7f44oql,E,2,small_vehicle,GRR_01_ai,947bbe401250
2022-10-14 00:00,sz02oh1pc8l7f44oql,W,0,large_vehicle,GRR_01_ai,947bbe401250
2022-10-14 00:00,sz02oh1pc8l7f44oql,E,0,large_vehicle,GRR_01_ai,947bbe401250
2022-10-14 00:00,sz02oh1pc8l7f44oql,W,0,bus,GRR_01_ai,947bbe401250
2022-10-14 00:00,sz02oh1pc8l7f44oql,E,0,bus,GRR_01_ai,947bbe401250
2022-10-14 00:00,zmtiez2quapl7f4qc8q,E,7,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-14 00:00,zmtiez2quapl7f4qc8q,W,2,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-14 00:00,zmtiez2quapl7f4qc8q,E,0,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-14 00:00,zmtiez2quapl7f4qc8q,W,0,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-14 00:00,zmtiez2quapl7f4qc8q,E,0,bus,GRR_03_ai,947bbe40124b
2022-10-14 00:00,zmtiez2quapl7f4qc8q,W,0,bus,GRR_03_ai,947bbe40124b
2022-10-14 00:00,hsq9n5wxk0ll7kno40l,W,5,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-14 00:00,hsq9n5wxk0ll7kno40l,E,1,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-14 00:00,hsq9n5wxk0ll7kno40l,W,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-14 00:00,hsq9n5wxk0ll7kno40l,E,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-14 00:00,hsq9n5wxk0ll7kno40l,W,0,bus,GRR_02_ai,947bbe4010b6
2022-10-14 00:00,hsq9n5wxk0ll7kno40l,E,0,bus,GRR_02_ai,947bbe4010b6
2022-10-14 01:00,sz02oh1pc8l7f44oql,W,1,small_vehicle,GRR_01_ai,947bbe401250
2022-10-14 01:00,sz02oh1pc8l7f44oql,E,3,small_vehicle,GRR_01_ai,947bbe401250
2022-10-14 01:00,sz02oh1pc8l7f44oql,W,0,large_vehicle,GRR_01_ai,947bbe401250
2022-10-14 01:00,sz02oh1pc8l7f44oql,E,0,large_vehicle,GRR_01_ai,947bbe401250
2022-10-14 01:00,sz02oh1pc8l7f44oql,W,0,bus,GRR_01_ai,947bbe401250
2022-10-14 01:00,sz02oh1pc8l7f44oql,E,0,bus,GRR_01_ai,947bbe401250
2022-10-14 01:00,zmtiez2quapl7f4qc8q,E,1,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-14 01:00,zmtiez2quapl7f4qc8q,W,1,small_vehicle,GRR_03_ai,947bbe40124b
2022-10-14 01:00,zmtiez2quapl7f4qc8q,E,0,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-14 01:00,zmtiez2quapl7f4qc8q,W,0,large_vehicle,GRR_03_ai,947bbe40124b
2022-10-14 01:00,zmtiez2quapl7f4qc8q,E,0,bus,GRR_03_ai,947bbe40124b
2022-10-14 01:00,zmtiez2quapl7f4qc8q,W,0,bus,GRR_03_ai,947bbe40124b
2022-10-14 01:00,hsq9n5wxk0ll7kno40l,W,1,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-14 01:00,hsq9n5wxk0ll7kno40l,E,1,small_vehicle,GRR_02_ai,947bbe4010b6
2022-10-14 01:00,hsq9n5wxk0ll7kno40l,W,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-14 01:00,hsq9n5wxk0ll7kno40l,E,0,large_vehicle,GRR_02_ai,947bbe4010b6
2022-10-14 01:00,hsq9n5wxk0ll7kno40l,W,0,bus,GRR_02_ai,947bbe4010b6
