,Location UID,dir,Count,Vehicle Type,Pole ID,Node ID,dates,times,dates_ids,poles_ids
191,zmtiez2quapl7f4qc8q,W,0,bus,GRR_03_ai,947bbe40124b,9/24/2022,10.0,1,3
192,hsq9n5wxk0ll7kno40l,W,47,small_vehicle,GRR_02_ai,947bbe4010b6,9/24/2022,10.0,1,2
193,hsq9n5wxk0ll7kno40l,E,27,small_vehicle,GRR_02_ai,947bbe4010b6,9/24/2022,10.0,1,2
194,hsq9n5wxk0ll7kno40l,W,0,large_vehicle,GRR_02_ai,947bbe4010b6,9/24/2022,10.0,1,2
195,hsq9n5wxk0ll7kno40l,E,0,large_vehicle,GRR_02_ai,947bbe4010b6,9/24/2022,10.0,1,2
196,hsq9n5wxk0ll7kno40l,W,0,bus,GRR_02_ai,947bbe4010b6,9/24/2022,10.0,1,2
197,hsq9n5wxk0ll7kno40l,E,0,bus,GRR_02_ai,947bbe4010b6,9/24/2022,10.0,1,2
198,sz02oh1pc8l7f44oql,W,92,small_vehicle,GRR_01_ai,947bbe401250,9/24/2022,11.0,1,1
199,sz02oh1pc8l7f44oql,E,117,small_vehicle,GRR_01_ai,947bbe401250,9/24/2022,11.0,1,1
200,sz02oh1pc8l7f44oql,W,0,large_vehicle,GRR_01_ai,947bbe401250,9/24/2022,11.0,1,1
201,sz02oh1pc8l7f44oql,E,0,large_vehicle,GRR_01_ai,947bbe401250,9/24/2022,11.0,1,1
202,sz02oh1pc8l7f44oql,W,0,bus,GRR_01_ai,947bbe401250,9/24/2022,11.0,1,1
203,sz02oh1pc8l7f44oql,E,0,bus,GRR_01_ai,947bbe401250,9/24/2022,11.0,1,1
204,zmtiez2quapl7f4qc8q,E,59,small_vehicle,GRR_03_ai,947bbe40124b,9/24/2022,11.0,1,3
205,zmtiez2quapl7f4qc8q,W,34,small_vehicle,GRR_03_ai,947bbe40124b,9/24/2022,11.0,1,3
206,zmtiez2quapl7f4qc8q,E,1,large_vehicle,GRR_03_ai,947bbe40124b,9/24/2022,11.0,1,3
207,zmtiez2quapl7f4qc8q,W,3,large_vehicle,GRR_03_ai,947bbe40124b,9/24/2022,11.0,1,3
208,zmtiez2quapl7f4qc8q,E,0,bus,GRR_03_ai,947bbe40124b,9/24/2022,11.0,1,3
209,zmtiez2quapl7f4qc8q,W,0,bus,GRR_03_ai,947bbe40124b,9/24/2022,11.0,1,3
210,hsq9n5wxk0ll7kno40l,W,39,small_vehicle,GRR_02_ai,947bbe4010b6,9/24/2022,11.0,1,2
211,hsq9n5wxk0ll7kno40l,E,54,small_vehicle,GRR_02_ai,947bbe4010b6,9/24/2022,11.0,1,2
212,hsq9n5wxk0ll7kno40l,W,3,large_vehicle,GRR_02_ai,947bbe4010b6,9/24/2022,11.0,1,2
213,hsq9n5wxk0ll7kno40l,E,1,large_vehicle,GRR_02_ai,947bbe4010b6,9/24/2022,11.0,1,2
214,hsq9n5wxk0ll7kno40l,W,0,bus,GRR_02_ai,947bbe4010b6,9/24/2022,11.0,1,2
215,hsq9n5wxk0ll7kno40l,E,0,bus,GRR_02_ai,947bbe4010b6,9/24/2022,11.0,1,2
216,sz02oh1pc8l7f44oql,W,132,small_vehicle,GRR_01_ai,947bbe401250,9/24/2022,12.0,1,1
217,sz02oh1pc8l7f44oql,E,179,small_vehicle,GRR_01_ai,947bbe401250,9/24/2022,12.0,1,1
218,sz02oh1pc8l7f44oql,W,1,large_vehicle,GRR_01_ai,947bbe401250,9/24/2022,12.0,1,1
219,sz02oh1pc8l7f44oql,E,0,large_vehicle,GRR_01_ai,947bbe401250,9/24/2022,12.0,1,1
220,sz02oh1pc8l7f44oql,W,0,bus,GRR_01_ai,947bbe401250,9/24/2022,12.0,1,1
221,sz02oh1pc8l7f44oql,E,0,bus,GRR_01_ai,947bbe401250,9/24/2022,12.0,1,1
222,zmtiez2quapl7f4qc8q,E,58,small_vehicle,GRR_03_ai,947bbe40124b,9/24/2022,12.0,1,3
223,zmtiez2quapl7f4qc8q,W,52,small_vehicle,GRR_03_ai,947bbe40124b,9/24/2022,12.0,1,3
224,zmtiez2quapl7f4qc8q,E,0,large_vehicle,GRR_03_ai,947bbe40124b,9/24/2022,12.0,1,3
225,zmtiez2quapl7f4qc8q,W,0,large_vehicle,GRR_03_ai,947bbe40124b,9/24/2022,12.0,1,3
